0,0.0,0.037074,0.021404
1,0.0,0.057214,0.023357
2,0.0,0.064704,0.022876
3,0.0,0.043796,0.017879
4,0.0,0.039638,0.016182
5,0.0,0.031622,0.014142
6,0.0,0.075339,0.021749
7,0.0,0.059798,0.018910
8,0.0,0.025858,0.012929
9,0.0,0.048371,0.017102
10,0.0,0.119868,0.026803
11,0.0,0.226612,0.036287
12,0.0,0.197830,0.034438
13,0.0,0.256784,0.038712
14,0.0,0.204313,0.048157
15,0.0,0.325027,0.048452
16,0.0,0.186007,0.036479
17,0.0,0.333250,0.052691
18,0.0,0.434119,0.071369
19,0.0,1.100110,0.200852
20,0.0,0.446180,0.059623
21,0.0,0.242522,0.042218
22,0.0,0.276380,0.044256
23,0.0,0.274358,0.042847
24,0.0,0.198986,0.035739
25,0.0,0.132352,0.026470
26,0.0,0.060144,0.017362
27,0.0,0.100917,0.021043
28,0.0,0.197044,0.029053
29,0.0,0.158133,0.025997
30,0.0,0.132808,0.023853
31,0.0,0.347675,0.038871
32,0.0,0.177688,0.027418
33,0.0,0.130452,0.023817
34,0.0,0.093081,0.020312
35,0.0,0.098945,0.021591
36,0.0,0.045498,0.014388
37,0.0,0.032062,0.012118
38,0.0,0.018081,0.009040
39,0.0,0.009340,0.006604
40,0.0,0.010810,0.007644
41,0.0,0.000000,0.000000
42,0.0,0.000000,0.000000
43,0.0,0.010331,0.010331
44,0.0,0.017798,0.012585
45,0.0,0.000000,0.000000
46,0.0,0.021739,0.015372
47,0.0,0.117016,0.033780
48,0.0,0.134953,0.036068
49,0.0,0.130378,0.034845
50,0.0,0.177778,0.039752
51,0.0,0.155559,0.035688
52,0.0,0.150286,0.033605
53,0.0,0.073139,0.018884
54,0.0,0.093167,0.018271
55,0.0,0.126994,0.019833
56,0.0,0.082757,0.015640
57,0.0,0.068276,0.014236
58,0.0,0.029536,0.009340
59,0.0,0.049751,0.012066
60,0.0,0.052429,0.012716
61,0.0,0.053229,0.012546
62,0.0,0.061485,0.013749
63,0.0,0.071949,0.014687
64,0.0,0.104629,0.018214
65,0.0,0.166029,0.022187
66,0.0,0.156757,0.029109
67,0.0,0.261283,0.027853
68,0.0,0.279554,0.028834
69,0.0,0.524224,0.042381
70,0.0,1.541361,0.101856
71,0.0,5.524933,0.266127
72,0.0,3.215623,0.131168
